work type,"title/_pref=""preferred""","title/_pref=""alternate""",title/_lang,creator,"measurements/_unit=""cm""",materials technique,style,creation date,"location/_type=""creation Location""","location/_type=""currentRepository""",classification,related work/_part of,related work/_larger context for,link related resource,rights_Resource,record source
painting,"""DEC.18,1974""",Wednesday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1974-12-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""AUG.1,1975""",Friday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1975-08-01,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JAN.25,1976""",Sunday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1976-01-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""NOV.12,1977""",Saturday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1977-11-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""APR.13,1978""",Thursday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1978-04-13,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""OCT.26,1979""",Friday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1979-10-26,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""DEC.10,1980""",Wednesday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1980-12-10,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""NOV.8,1981""",Sunday.,English,"Kawara, On",33 x 43.2 cm,acrylic painting,conceptual art,1981-11-08,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""SEPT.29,1982""",Wednesday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1982-09-29,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""FEB.14,1983""",Monday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1983-02-14,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAR.8,1984""",Thursday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1984-03-08,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""OCT.22,1985""",Tuesday.,English,"Kawara, On",104.5 x 143.5 cm,acrylic painting,conceptual art,1985-10-22,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""APR.7,1986""",Monday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1986-04-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""NOV.20,1987""",Friday.,English,"Kawara, On",45.7 x 61 cm,acrylic painting,conceptual art,1987-11-20,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""OCT.31,1988""",Monday.,English,"Kawara, On",45.7 x 61 cm,acrylic painting,conceptual art,1988-10-31,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAY18,1989""",Thursday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1989-05-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""FEB.15,1990""",Thursday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1990-02-15,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAY27,1991""",Monday.,English,"Kawara, On",66 x 91.4 cm,acrylic painting,conceptual art,1991-05-27,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JUNE12,1992""",Friday.,English,"Kawara, On",33 x 43.2 cm,acrylic painting,conceptual art,1992-06-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""APR.9,1993""",Friday.,English,"Kawara, On",133.4 x 194.6 cm,acrylic painting,conceptual art,1993-04-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""DEC.20,1994""",Tuesday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1994-12-20,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JULY7,1995""",Friday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1995-07-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JULY7,1995""",Friday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1995-07-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""APR.28,1996""",Sunday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1996-04-28,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JAN.10,1997""",Friday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,1997-01-10,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAY17,1998""",Sunday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,1998-05-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""SEPT.4,1999""",Saturday.,English,"Kawara, On",33 x 43.2 cm,acrylic painting,conceptual art,1999-09-04,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""OCT.12,2000""",Thursday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2000-10-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAR.30,2001""",Friday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2001-03-30,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""APR.23,2002""",Tuesday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2002-04-23,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JUNE25,2003""","Matter, energy, consciousness.",English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,2003-06-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JULY11,2004""",Sunday.,English,"Kawara, On",45.7 x 61 cm,acrylic painting,conceptual art,2004-07-11,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JUNE17,2005""",Friday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,2005-06-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAR.24,2006""",Between codes and silence.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2006-03-24,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""DEC.25,2007""",Tuesday.,English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,2007-12-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""AUG.9,2008""",unknown,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2008-08-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""FEB.2,2009""",Monday.,English,"Kawara, On",25.4 x 33 cm,acrylic painting,conceptual art,2009-02-02,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""MAR.13,2010""","... when the whole is taken from the whole, behold, the remainder is whole' - Ishavasya Upanishad.",English,"Kawara, On",20.3 x 25.4 cm,acrylic painting,conceptual art,2010-03-13,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""FEB.17,2011""",Thursday.,English,"Kawara, On",33 x 43.2 cm,acrylic painting,conceptual art,2011-02-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Mitchell, E. and Yamabe, L. (2012). On Kawara: Date painting(s) in New York and 136 other cities (01 Aufl.). LUDION."
painting,"""JAN.1,1970""","A Cuban gunboat fired warning shots at a Liberian cargo ship, the Deep Freeze, off the Cuban coast tonight and ardered it toward port.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-01,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.2,1970""","Edward Falk, 43, the second heart-and-doublelung transplant recipient in medical history, died in New York Hospital early today, eight days after the operation.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-02,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.3,1970""","A large tropical bird, the casqued hornbill, that eluded nets and tranquilizer guns and scorned lures of food as it swooped through the chilly skies o Manhattan's Upper East Side in New York, was netted on a penthouse ledge at 710 Park Avenue, near 70th Street, about 3:40 P.M. today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-03,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.4,1970""","The man reported to be the oldest activeduty soldier in the world, 89-year-old Sgt. Jose Herrera Garces of the Peruvian army, says he is going to wed a 37-year-old woman he met at a fruit stand. 'It was love at first sight,' says Herrera of his four-month romance with Maria Santos Saavedra.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-04,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.5,1970""","After a detailed study of the first lunar samples brought back to earth, it has been concluded that, if the moon was torn from the earth, it must have occured either during the earth's formation or immediately afterward.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-05,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.6,1970""",Tuesday.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-06,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.7,1970""","An extraordinary candystripe pattern has been found, on a microscopic scale, in some lunar rocks.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-07,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.8,1970""",The United States and Communist China agreed today to resume their formal ambassadorial meetings in Warsaw after a two-year suspension.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-08,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.9,1970""","After much hesitation, French officials acknowledged tonight that about 50 Mirage jet fighter planes would be sold to Libya.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.9,1970""","Diamond sales set a record $691.2 million in 1969, up 15 per cent on the previous year, De Beers central selling organization said today in London.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-09,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.10,1970""","When you come/ we dive underground./ When you stop, we harass./ When you are in bad shape,/ we attack./ When you run, we chase./ When you dive, we dig you up / and expose you./ When you are in bad shape,/ we pounce on you and pulverize/ you./ When you attack,/ we fight back./ When you chase, we turn and/ bore into you./ Because you are debased and/ fickle and you lure the/ people with your wiles.'",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-10,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.11,1970""","Kansas City was all Chief and no Indians on the field today as the American League champions upset the Minnesota Vikings, 23-7, in the Super Bowl game before 80,998 fans at New Orleans' Tulane Stadium.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-11,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.12,1970""","Biafra, with its last defenses crumbling and its supplies of food and ammunition exhausted, capitulated today to the Nigerian Government.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-12,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.13,1970""","Emperor Haile Selassie of Ethiopia today ordered the transfer of $20,000 to the Nigerian Government to help vistims of the civil war and appealed to the world community to rush food and medical supplies to starving civilians.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-13,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.14,1970""",A half million Soviet census takers begin the nationwide task tomorrow morning of recording the population changes that have taken place in Soviet Union since the last census in 1959.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-14,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.15,1970""","The Israeli archeologist, Prof. Nahum Avigad of Hebrew University, uncovered today in the Jewish Quarter of Old Jerusalem the ruins of a building that was destroyed in A.D. 70 along with the rest of the city.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-15,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.16,1970""",The Tago-Sato-Kosaka comet of the solar system.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-16,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.17,1970""","Hundresds of people, most of them poor, began lining up in midtown New York before daybreak today, waiting in vain for the arrival of Michael James Brody Jr., the 21-year-old multimillionaire who has promised to give away millions of dollars to those in need.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-17,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.18,1970""","Passengers and employees at Almaza, Cairo's international airport, rushed to shelters today as anti-aircraft guns fired at two or three diving Israeli planes. Concussion waves from the guns rattled windows in the terminal.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-18,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.19,1970""","In San Diego, Mrs. Carmen Gilman regularly drives 15 miles south of the city to cross the Mexican border and do her shopping in Tijuana. Like a growing number of other San Diego housewives, she makes the trip to take advantage of lower Mexican food prices. Husbands occasionally go along to get a less expensive haircut.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-19,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.20,1970""",The United States' major airlines agreed today to meet the three-year deadline proposed by the Nixon Administration for eliminating most of the smoke pollution from jet aircraft.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-20,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.21,1970""",Airline travel entered the second jet age early today at Kennedy International Airport in New York - but only after a delay caused by engine trouble that also forced the substitution of a second Boeing 747 for the plane that was to have inaugurated Pan American World Airways' trans-Atlantic jumbo jet service.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-21,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.22,1970""","An Israeli task force led by helicopter-borne commandos today captured the Egyptian island of Shadwan, at the entrance to the Gulf of Suez, and prepared to remove its radar station.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-22,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.23,1970""","A death mask stolen, of James Joyce.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-23,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.24,1970""","Greek Government disclosed today that it had reached agreement with neighboring Albania to resume trade relations, which were broken off 30 years ago.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-24,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.25,1970""",A decree issued in Baghdad tonight was reported to have offered amnesty to all Kurdish tribesmen who had participated in the nationalist insurrection in northern Iraq since 1961.,English,"Kawara, On",,acrylic painting,conceptual art,1970-01-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.26,1970""","Two more persons committed suicide by fire in France today, bringing the total of selfimmolations to seven in 10 days. The latest victims were a 20-year-old youth in Marseilles and a 70-year-old woman in Tarbes, in the Pyrenees.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-26,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.27,1970""","An announcement by Anthony Greenwood, Minister of Housing and Local Government, instructs all local councils in England and Wales to provide caravan sites for gypsies. Exceptions will be allowed only if the councils can show that no suitable land is available or that they have had no gypsies as residents in the last five years up to May, 1968.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-27,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JAN.28,1970""","The Government of South Africa refused today to give a visa to Arthur Ashe, the American Negro tennis player, to play in the South African open championships.",English,"Kawara, On",,acrylic painting,conceptual art,1970-01-28,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
